Key,Description,Standard
SAY.flowchart_game_story.1892.王浩,,哇塞，听着好科幻的样子，{wc}\n拍成电影一定很强大。
SAY.flowchart_game_story.1893.简妮,,的确如此，{wc}\n事实上电影黑客帝国中或多或少的揭露了一些的，{wc}\n只要你细心去揣摩，就能体会到创作者的用意。{wc}\n那么我们再回到佛教八识得设计。{wc}\n前五识你应该都能理解了吧？
SAY.flowchart_game_story.1894.王浩,,嗯，{wc}\n能理解的，眼睛所见，鼻子所闻，耳朵所听，舌头所尝，身体所感？
SAY.flowchart_game_story.1895.简妮,,很好，看来你是真的明白了。{wc}\n接下来的三个识就是：意识，末那识，阿勒耶识。{wc}\n意识：顾名思义，通过前五识得信息，在心中产生意识，包括思考联想等心理活动。
SAY.flowchart_game_story.1901.王浩,,意识我其实能理解，{wc}\n就是后面这两个实在匪夷所思，不知所云。
SAY.flowchart_game_story.1902.简妮,,末那识又叫我识，{wc}\n是让我们产生对自己作为个体存在的一种意识。{wc}\n这一点事实上非常重要，{wc}\n因为只有有了我识的概念，人们才知道要自我保护。{wc}\n如果彻底没有末那识，{wc}\n那么人们很可能还没展开对虚拟世界的“冒险”，{wc}\n就因为不会保护自己，结束了行程。
SAY.flowchart_game_story.1899.王浩,,这么说很有道理的说。{wc}\n不然，估计走大街上到处都是装车，和跳楼的。呵呵
SAY.flowchart_game_story.1900.简妮,,话糙理不糙，确实是这样。{wc}\n因此末那识作为保护自我的一识，它不可或缺。{wc}\n但是为此设计，很自然的又带来了新的问题。
SAY.flowchart_game_story.1897.王浩,,什么问题啊？
SAY.flowchart_game_story.1898.简妮,,事实上，人世间的几乎所有“恶”也都来自于这个末那识。
SAY.flowchart_game_story.1907.王浩,,不勒个是吧！{wc}\n这又是为什么呢？
SAY.flowchart_game_story.1908.简妮,,有了我识，人就会开始在意自己{wc}\n在乎自己所得，在意自己所长，等等等等。{wc}\n于是自私，贪婪，害人利己，鼠目寸光，只顾眼前利益，等等行为就随之而来了。{wc}\n这也是为什么，大千世界里总有那么多贪嗔痴慢在人间上演。{wc}\n就是来自于末那识的因。
SAY.flowchart_game_story.1905.王浩,,天呐，我以前真的没有想过这个。{wc}\n还真是尴尬，这个末那识没有也不好，有了也不好的样子。
SAY.flowchart_game_story.1906.简妮,,的确，去掉它，这个“虚拟世界”就没法正常运转，{wc}\n拥有它，就会带来恶的根源，难以摆脱移除。{wc}\n这就是会有第八识得设计原因，{wc}\n阿勒耶识，实际上才是宇宙创造的根本目的，{wc}\n是本成为本性的东西，{wc}\n也就是佛教中信徒追求的境界。{wc}\n也就是摆脱前七识，脱离“虚拟世界”{wc}\n唯独抱有阿勒耶识，一个纯粹善恶种子组成的宇宙信息的本体。
SAY.flowchart_game_story.1903.王浩,,好深奥哦，{wc}\n不过我居然神奇般的有点理解了。{wc}\n感觉宇宙本体作为创造者，也真是煞费苦心了。
SAY.flowchart_game_story.1904.简妮,,的确，至少当我们认识到这一点，{wc}\n就能真正了解佛教在教导我们什么。{wc}\n当了解了这一切后，那么就该进入到该如何做的阶段。{wc}\n而佛教的众多经典和规矩，实际上就是在教导人们如何去做。{wc}\n正因为，这个虚拟世界中，一切皆为“空”。{wc}\n所以我们就应该，认识到这一事实，放下对假象的执着，妄想和分别。{wc}\n克服外界无意的干扰，努力摆脱末那识对自己心性上的误导，{wc}\n放下我执，无条件的帮助众生脱离虚拟世界的束缚，离苦得乐。{wc}\n最终回归宇宙本体的怀抱。
SAY.flowchart_game_story.1913.王浩,,了不起，虽然才聊了这么一会会，{wc}\n我感觉我对佛教这个古老的宗教有了全新而全面的认识了。{wc}\n太震撼了。
SAY.flowchart_game_story.1914.简妮,,的确，真理往往十分言简意赅。{wc}\n就像佛教中解释的，我们身上的“障碍”太多，阻碍了我们直接获得真理的机会。{wc}\n因此佛教的所有修行都是在努力移除这些障碍，而具体怎么去移除的各家都有自己方法，{wc}\n并不那么重要，直到达到结果即可。
SAY.flowchart_game_story.1911.王浩,,感觉这二十几年浑浑噩噩的都白活了。{wc}\n今天真的受教了，感谢美女告诉我这么多宝贵的信息。
SAY.flowchart_game_story.1912.简妮,,不客气。{wc}\n事实上，我认为，佛教作为最年轻的宗教。{wc}\n很大成分上都是在解释宇宙的真相，{wc}\n但是由于他鼓励人努力脱离虚拟世界，难免被视为消极。{wc}\n这一点它和在古老中国一直流传的道教有着互补的特点。\n
SAY.flowchart_game_story.1920.王浩,,哦？是吗！{wc}\n不放说来听听。{wc}\n说真的，佛教在我印象中还有点记忆，{wc}\n这个道教是什么还真的完全没概念了。
SAY.flowchart_game_story.1921.简妮,,其实，你不可能不知道的，{wc}\n道家思想几乎就是你们中国文化的根基。{wc}\n你们的日常语言，生活习惯，世界观，价值观，人生观，都充实着道教的智慧。
SAY.flowchart_game_story.1922.王浩,,真的吗？{wc}\n但是我真的不知道哎。{wc}\n很有兴趣听你说说。
SAY.flowchart_game_story.1923.简妮,,其实和一个人中国人谈道教总有点班门弄斧的感觉。{wc}\n我试着和你说说吧，很可惜我得学时很浅，也许有些还需要你来指点的。
SAY.flowchart_game_story.1924.王浩,,别开玩笑了，对我来说，{wc}\n酒吧里我遇到的每一个人都是充满智慧的大师。{wc}\n再加上，我说真的我不算是一个合格的中国人，{wc}\n基本上把老祖宗的东西全忘干净了。
SAY.flowchart_game_story.1925.简妮,,那好吧。{wc}\n我就开始了哦，道教实际上无从考证它具体的起源时间。{wc}\n但是公认的，在中国，道教是由一个叫做伏羲的神传给人间，并广为流传至今的。{wc}\n它用简单形象的方式解释了世间万物的产生规律，以及运转的规律。{wc}\n可以简单地说，如果佛教倡导的是不用管“虚拟世界”的规则，{wc}\n努力修行，最终脱离这个“虚拟世界”。{wc}\n那么，道教所倡导的，恰恰是叫你认识这个“虚拟世界”的运作规律，{wc}\n并采用了，类似公开程序的源代码的方式，{wc}\n使得人们可以更加理性和智慧的生活在这个“虚拟世界”里。{wc}\n除非真的境界非常高，才教你如何脱离它。
SAY.flowchart_game_story.1926.王浩,,原来是这样啊？{wc}\n这么说感觉道教的知识更加务实的说。
SAY.flowchart_game_story.1927.简妮,,的确，最有意思的是。{wc}\n我们认为，道教的知识很可能就是来自苏美尔文明。{wc}\n甚至是大洪水之前的苏美尔文明。{wc}\n因为很多证据都能指向，伏羲大神就是恩基大神。{wc}\n从中国古代记载和苏美尔历史记载对比来看。{wc}\n无论是 都是人首蛇身的形象，还是名字的发音方面，{wc}\n以及与一个女娲神一起创造黄种人的故事，统统都拉近这两个神的距离。{wc}\n而我们猜想认为，伏羲就是恩基，很可能也是西方人称呼的普罗米修斯。{wc}\n都是因为创造人类而遭到惩罚的天神。
SAY.flowchart_game_story.1928.王浩,,卧槽，这有点。。。{wc}\n难以置信啊，小时候教科书里把伏羲和女娲都画的像原始人，{wc}\n突然说他们都是神。。。好难接受的说。{wc}\n这么说来，女娲造人的神话传说其实就是事实咯？
SAY.flowchart_game_story.1929.简妮,,我们认为有极大的可能是的。
SAY.flowchart_game_story.1951.,,第九章 \n新旧中国
SAY.flowchart_game_story.1960.凯瑟琳,,原来你们在这里啊！{wc}\n我到处找都没找到你们。
SAY.flowchart_game_story.1961.,,凯瑟琳突然从人群中出现，\n手上拿着三杯葡萄酒，\n立刻挤进了王浩和简妮的桌子，坐了下来。
SAY.flowchart_game_story.1963.王浩,,哇，女神来了！{wc}\n我和简妮聊得正欢呢，不过欢迎加入我们的话题。
SAY.flowchart_game_story.1998.凯瑟琳,,哟！没想到这么快就另有新欢了啊？{wc}\n都聊什么了？算我一个吧！
SAY.flowchart_game_story.1999.王浩,,没没没，女神又挖苦我了。{wc}\n我和简妮一直在聊宗教，{wc}\n说真的，她说的很好，让我开了眼了。{wc}\n我以前从来都不知道佛教和道教有那么厉害。
SAY.flowchart_game_story.2000.凯瑟琳,,是嘛！{wc}\n看来我们的简妮，挺对你的胃口啊！{wc}\n都聊到哪了？
SAY.flowchart_game_story.1962.简妮,,刚讲到道教的起源。{wc}\n说道我们认为伏羲就是恩基，{wc}\n还没有向下展开。
SAY.flowchart_game_story.2001.王浩,,对对对，你知道么！{wc}\n简妮告诉我，我们的神话传说都是真的，{wc}\n伏羲居然就是恩基大神！~太不可思议了！
SAY.flowchart_game_story.2002.凯瑟琳,,看把你激动的，我当然知道啦！{wc}\n不过你能接受这个事实也算不容易的。{wc}\n很多人都会觉得我们一定是疯了，生拉硬套说胡话呢。{wc}\n请别管我的存在，简妮你继续说吧。
SAY.flowchart_game_story.2003.简妮,,好的，{wc}\n事实上，单看道家思想，你会发现，{wc}\n他们更像是一个灌输的形态。{wc}\n很多时候都是只告诉你方法，却不告诉你背后的原因的。{wc}\n这个和佛教很不同。{wc}\n但是按照道教的法则，这些宝贵知识都是来自神族的亲授。{wc}\n所以往往也没法询问为什么，但是如果你按照这些方法去做，{wc}\n就能得到准确无误的结果。{wc}\n足以证明这些方法背后一定具有高深的规则。{wc}\n比如：五行，八卦，阴阳等等，你不用去探寻为什么，{wc}\n只要遵循它就能得到非常精准的答案。{wc}\n并为大量老百姓生活所用。
SAY.flowchart_game_story.1965.王浩,,是嘛，这我倒不太了解。{wc}\n能举个例子么？
SAY.flowchart_game_story.2004.简妮,,细看一下中国的传统文化，古时候人们的生活习惯，{wc}\n就可以瞥见道家思想是如何运用在百姓日常生活中的。{wc}\n比如，日月星辰的变化规律，24个节气和诸多传统节日。{wc}\n再比如，中国医学中讲究的气脉经络的原理，{wc}\n还有占卜和算卦的习俗。{wc}\n这些都是来自于从上向下的继承了伏羲大神们传授的宝贵知识。{wc}\n就拿阴阳五行来说吧。{wc}\n道家中用了十分抽象的方式解释了阴阳的原理，并且也没有说五行相生相克是来自于什么原理。{wc}\n但是一旦你掌握了阴阳变化，五行相生相克的规律，就能方便你诊断身体的病情，甚至决定未来的命运。
SAY.flowchart_game_story.1967.王浩,,真有那么神奇么？{wc}\n我还是表示怀疑。
SAY.flowchart_game_story.2005.简妮,,这很正常，这样没头没尾的告诉你这就是规则，{wc}\n确实不是特别合理。{wc}\n不过你可以回头借鉴一下之前我们说的佛教对世界的诠释。{wc}\n也许我们就能看出一些端倪了。\n
SAY.flowchart_game_story.2006.王浩,,怎么说？
SAY.flowchart_game_story.2007.简妮,,如果你能理解佛教中把我们所处的世界比作一个“虚拟现实”游戏的话。{wc}\n那么道家的秘密就在于，他们告诉你了这个游戏程序背后的逻辑和源代码。{wc}\n因此你可以利用这些知识让游戏人生变得更加顺利甚至精彩。{wc}\n从某种意义上这是一种作弊。{wc}\n所以神们仅仅把这不可告人的秘密透露给他们最爱戴和偏爱的苏美尔人，也就是中国人。{wc}\n在西方，无论是占卜还是占星等知识都是掌握在极少数人的手中的，{wc}\n而在古苏美尔和古代中国，这些知识几乎是家喻户晓，每一个老百姓都能掌握的。
SAY.flowchart_game_story.2009.王浩,,这么厉害啊。{wc}\n但是我作为中国人，为什么完全感受不到呢？{wc}\n每天还是活的像只狗一样，漫无目的得耗尽生命的感觉。
SAY.flowchart_game_story.2008.凯瑟琳,,说到这个，里面有好几层的原因。{wc}\n首先一点是我们的猜测。{wc}\n我们认为，当时古代苏美尔人逃离到中国这块陌生的土地上的时候，{wc}\n背井离乡，而且一路被追杀，文明危在旦夕。{wc}\n经历了一场巨大的心路历程。{wc}\n因此那些伟大的智者们，不断的策划全新的对策，{wc}\n目的是为了，当有一天闪米特族人在恩利尔大神的唆使下，{wc}\n真的把屠刀架在自己脖子上的时候。{wc}\n他们的人头落地的时候，苏美尔文明的火种能够继续传承下去。{wc}\n流淌到每一个中华人的血液里基因里，最重要的是文化里。{wc}\n让这个文明无论遭受多少次浩劫，灾难过后，春风吹又生。{wc}\n而最终他们真的做到了！
SAY.flowchart_game_story.2025.简妮,,是的，他们通过习俗的制定，歌谣的谱写，家庭的教育，做人的基准，{wc}\n等等等等方面，智慧的把高深的理论和宝贵的知识融入了中华名族的血液里。{wc}\n仔细观察，就会发现，每一个中国的传统节日，都是季节变化一些关键节点。{wc}\n而每一个节日的庆祝方式，都涵盖了当时季节人们身体阴阳缺失的元素。{wc}\n复杂的节日礼俗有效的拉拢了家庭的关系。{wc}\n各种树立正确价值观的歌谣和故事被编写和传唱。{wc}\n使得你们中国人字里行间都在透露真理，{wc}\n只不过因为你们在说在做的时候并不知情，盲目的托出，但是无形中传承了文化。{wc}\n这样即使闪米特族人屠杀了整个管理阶层的中国人，他们也很难真正同化这里文化。{wc}\n最终会被着来自真理的文化同化感化，成为一名中国人。
SAY.flowchart_game_story.2018.王浩,,不过你说得好像很有道理哦，{wc}\n貌似中国历史上好多外族入侵后都大量继承和融入了中华的文明。
SAY.flowchart_game_story.2016.凯瑟琳,,试想一下，古代中国的智者们，早就料到闪米特族人不会放过他们。{wc}\n即使是千年之后，中华文明一直以来都在不断的保护自己的文化。{wc}\n一方面推行民间化的策略。与此同时，大量重要的知识书籍都被 多次的销毁，{wc}\n他们宁愿毁掉它们也不愿将他拱手交给闪米特族人。{wc}\n果不其然，上百年征战后，西方人马可波罗一行人，{wc}\n第一次目睹了当时中国强盛的时期。{wc}\n于是强装着友善，最终带走了黑火药的配方，大量发展武器，{wc}\n一千年后，他们带着船只和大炮，{wc}\n终于用武力征服了当时的中国清朝政府。{wc}\n再往后的历史大概你也都知道了。
SAY.flowchart_game_story.2020.王浩,,照你这么说，我们的文明在清朝之后就彻底覆灭了咯？{wc}\n那么我们现在的状态又是个什么了呢？
SAY.flowchart_game_story.2019.凯瑟琳,,清朝过后的世界格局几乎已经是西方教会掌控的天下了，{wc}\n由共济会暗中运作的世界新秩序。{wc}\n对于他们来说，在当时的中国大地上快速扶持一个以共济会为首的全新的革命思想的新政府，{wc}\n彻底的统治和洗脑，很快，中国这块流淌着恩基大神龙族血液的眼中钉就要彻底拔除了。{wc}\n他们甚至为了加速世界新秩序的进程，发动了两次世界大战。
SAY.flowchart_game_story.2022.简妮,,结果万万没想到，在第二次世界大战过程中，{wc}\n阴差阳错的，共产党取代了原本应于治理的中国的国民党。{wc}\n一个混杂着苏联共济会和中国本土成员的共产党，{wc}\n成功的利用了中国地大物博和农民力量，{wc}\n改写了西方共济会原本的计划。{wc}\n新的中国就在这个混乱时期诞生了。
SAY.flowchart_game_story.2021.凯瑟琳,,事实上，共产党期初的建立是为了普及马克思无产阶级革命的使命的共济会新计量。{wc}\n但是像毛泽东等人并没有完全买涨那些苏联和法国的所谓“革命思想”{wc}\n反而结合中国的国情，在一面合作一面暗中对峙的状态下，{wc}\n最终通过在党内取得主动权，再一举拿下中国江山的。
SAY.flowchart_game_story.2049.王浩,,你的意思是，毛泽东实际上看破了西方共济会的计量，{wc}\n最终选择不合作，最终建立了新中国，对么？{wc}\n这个历史感觉很励志啊！
SAY.flowchart_game_story.2040.简妮,,的确，不过新中国建立的初期，{wc}\n不像当初苏美尔人逃过一劫来到中国大陆，{wc}\n因为有着喜马拉雅山的天然屏障的保护。{wc}\n而新中国的建立几乎是在西方势力的眼皮底下进行的，{wc}\n也就意味着随时都可能被彻底颠覆摧毁。{wc}\n因此如何保全的同时求发展，对于共产党内部可谓是任务艰巨。
SAY.flowchart_game_story.2042.凯瑟琳,,而在另一方面，共济会势力在初期也许是低估了中国共产党的能力。{wc}\n认为他们会搬起石头砸自己的脚，和那些其他亚洲国家的新政府一样，{wc}\n很快就会乱了阵脚发生内乱，然后再以联合国的“人道主义”干涉，{wc}\n就可以名正言顺的介入并彻底瓦解它。{wc}\n因此他们起初并没有直接使用武力进攻中国，{wc}\n而是使用了经济制裁，政治隔离，间谍刺探，文化侵蚀等手段，{wc}\n对当时处在极为脆弱的中国进行强大的软性进攻。
SAY.flowchart_game_story.2041.王浩,,真没想到当时中国原来面临着如此大的压力，{wc}\n几乎是民族存亡的历史使命啊！{wc}\n第一次对中国共产党产生了敬意感。
SAY.flowchart_game_story.2045.简妮,,的确，我们的猜测是毛泽东领导的政权内部，{wc}\n一定存在了解神族文明历史真相的智者。{wc}\n并且按照很多中国古代的占卜文献，尤其是推背图中，可以看到：{wc}\n中华文明在20世纪会有重大的劫难。{wc}\n很可能他们知道，只有破釜沉舟的暂时策略性的放弃传统文化的羁绊。{wc}\n以其人之道还治其人之身的方法才能彻底摆脱被灭族的命运。{wc}\n因此在民族危难之际，智者们决议走出好几步致命险棋。
SAY.flowchart_game_story.2043.王浩,,怎么说？{wc}\n哪些险棋啊？{wc}\n说的我汗都出来了。
SAY.flowchart_game_story.2044.简妮,,事实上，中国至今的文化中都包含了儒释道三家深邃思想。{wc}\n这些思想在这块土地上滋养了这个伟大民族上千年。{wc}\n就像是一把超强的科技武器，使得西方共济会等团体都有所畏惧。{wc}\n多少次前车之鉴，使他们也坚信，必须足够压倒式的斩草除根，{wc}\n否则都没办法彻底抹除中华名族的文明，也就意味着一切都变成徒劳，{wc}\n这块土地上最终还会回到中华文明，也就是苏美尔文明加强版。
SAY.flowchart_game_story.2046.凯瑟琳,,是的，所以他们使用了大量的伎俩来对付当时的中国，{wc}\n其中他们最为拿手和奏效的就是，文化的倾销以及经济的制裁。{wc}\n使用这两把利器，在世界上其他国家几乎屡试不爽，{wc}\n都在很短的时间内同化并摧毁了当地的政权。{wc}\n而当时的中国政府的策略就是“闭关锁国”，把所有外界文化信息全部挡在外面。{wc}\n但是这还不够，对内在智者们破釜沉舟的决定下，同样实施了类似“焚书坑儒”的政策，{wc}\n将知识分子们都限制起来，而发动相对文化层次较低的农民阶层，大力发展生产。
SAY.flowchart_game_story.2047.王浩,,很想知道，这么做有什么好处呢？{wc}\n想要发展与当时的西方抗衡，我们正需要知识分子啊！？
SAY.flowchart_game_story.2050.凯瑟琳,,的确如此，{wc}\n但是比起那些，一般的知识分子的定力都不够强，{wc}\n难免容易收到西方共济会的蛊惑或者支持，这样就正中他们下怀了。{wc}\n所以首先就是要整顿思想，创造出一种宗教信仰级别的统治格局。{wc}\n一个国家机器，从底层到最高层都一呼百应，超强的执行力才是救国的出路。{wc}\n很显然当时的毛泽东他办到了。\n
SAY.flowchart_game_story.2051.王浩,,的确，好像我爷爷辈的人，{wc}\n几乎人人都是一本小册子，天天高呼毛主席大救星的口号。{wc}\n当时我觉得好蠢，{wc}\n现在想想还真是挺了不起的。
SAY.flowchart_game_story.2052.凯瑟琳,,这里其实还要提的就是，当时的党内事实上还有很多共济会的卧底，{wc}\n潜伏在国家机器中，试图从内部颠覆这个年轻的政权。{wc}\n同时美国为首的西方派出了大量的间谍特务，潜入中国内部获取情报，{wc}\n并买通很多国内的基础设施集团。{wc}\n而对毛泽东来说，这些必然是最最棘手的事情，{wc}\n一场“文革”，事实上就是在这样的情况下发生的。{wc}\n当时的中国，真可谓是内忧外患的时期。
SAY.flowchart_game_story.2058.王浩,,我想知道最后是怎么度过的呢？
SAY.flowchart_game_story.2060.凯瑟琳,,中国政府作出的第二步致命的险棋，就是“改革开放”，{wc}\n彻底一改闭关锁国的态度，开放门户，发展经济。{wc}\n建立经济开发区，全面引进西方资金和资本主义经营理念。{wc}\n鼓励工人离开工厂，“下海”经商。
SAY.flowchart_game_story.2061.王浩,,这样啊！这不是挺好的么？{wc}\n为什么是一步险棋呢？
SAY.flowchart_game_story.2059.简妮,,你想，开放门户了。谁就会进来？
SAY.flowchart_game_story.2063.王浩,,不要告诉我是共济会？
SAY.flowchart_game_story.2065.凯瑟琳,,那是必然的。{wc}\n这步险棋几乎就是把刀放到了自己脖子上，{wc}\n之后的操作一步闪失就意味着文明的覆灭。
SAY.flowchart_game_story.2066.王浩,,好吧，说的好吓人。{wc}\n快告诉我这倒霉的结局不会发生，对么？
SAY.flowchart_game_story.2067.凯瑟琳,,很显然我们认为没有发生。{wc}\n但是这一点谁也不知道答案，{wc}\n需要我们一起去发掘。{wc}\n从新中国最近这20年的发展看得出一点，{wc}\n共产党依旧牢牢的掌控者局面，{wc}\n中国借助改革开放的契机，利用了中国人聪明的智慧以及勤劳的美德，{wc}\n在短短几十年完成了西方世界无法想象的伟大飞跃。{wc}\n在政治方面，中国也不断成功摆脱了美国为首的西方的各种陷阱和制裁。{wc}\n至今没有让对方有任何的合理理由发动制裁。{wc}\n和喜马拉雅山天然屏障的保护类似，{wc}\n中国人这一次又一次扭转了民族的命运。{wc}\n让中国再次成为世界之首的超级大国，并通过实打实的经济援助和人力的支援，{wc}\n不断的向世界展示中华民族“以和为贵”的强大的理念。{wc}\n成功的运用道家太极的原理，规避了一切危机，同时获得了强大的能量。
SAY.flowchart_game_story.2068.王浩,,总算松了一口气啊！{wc}\n这么说，这个恩基大神留下来最后一个文明的火种，{wc}\n总算再次燃起熊熊大火啊！{wc}\n听得真特么带劲！{wc}\n抱歉我兴奋的都爆粗口了。
SAY.flowchart_game_story.2062.简妮,,呵呵，没关系。{wc}\n其实我们也和你一样的想法。
SAY.flowchart_game_story.2069.凯瑟琳,,现在高兴还太早！
SAY.flowchart_game_story.2071.王浩,,啊！！{wc}\n怎~怎么说？
SAY.flowchart_game_story.2072.凯瑟琳,,客观上，苏美尔文明的最后一个火种没有熄灭，甚至再次绽放燃烧。{wc}\n但是不代表恩利尔的势力，共济会的那些首脑们并不知道，{wc}\n相反他们一定会使出他们历史上最强大的方式浇灭它的。{wc}\n这一点毋庸置疑，只是一个时间问题了。
SAY.flowchart_game_story.2073.王浩,,卧槽~！{wc}\n说的也是哦！{wc}\n再也不能藏着掖着夹着尾巴做人了。{wc}\n那我们该怎么办啊？
SAY.flowchart_game_story.2081.,,第十章 \n何去何从
SAY.flowchart_game_story.2090.雅克布,,聊什么呢？{wc}\n好像大家都有些严肃么。
SAY.flowchart_game_story.2091.,,包厢外传来了雅克布的声音，\n大家把目光转向门口，\n雅克布端来了4杯血色浪漫，径直走了进来。
SAY.flowchart_game_story.2092.王浩,,雅克布！{wc}\n你怎么也来了？{wc}\n你不是要在吧台工作的么？
SAY.flowchart_game_story.2093.凯瑟琳,,是啊，雅克布，{wc}\n该不会是你太想和我们聊天了，{wc}\n于是擅离职守了吧？
SAY.flowchart_game_story.2110.雅克布,,怎么会呢。{wc}\n你们看看时间，还有半小时我们就打烊啦。{wc}\n客人们已经都走的差不多了。{wc}\n所以我就过来看看你们在聊些什么。{wc}\n怎么样？{wc}\n王浩，今晚不虚此行吧！？
SAY.flowchart_game_story.2094.王浩,,哈哈，何止不虚此行，{wc}\n简直就是彻底颠覆三观，{wc}\n被震撼的体无完肤了。
SAY.flowchart_game_story.2111.雅克布,,呵呵，正常！太正常了。{wc}\n慢慢来，既来之则安之。{wc}\n你们聊到哪了？不介意我半途加入你们吧？
SAY.flowchart_game_story.2095.凯瑟琳,,怎么会呢？我们正希望你加入，{wc}\n来给我们这些迷途的羔羊，指点迷津呢！
SAY.flowchart_game_story.2112.雅克布,,又来了！ {wc}\n我说王浩啊，以后你可得小心点凯瑟琳。{wc}\n她的专长就是用话把人逼到绝境啊。哈哈
SAY.flowchart_game_story.2113.凯瑟琳,,哪里有啊！我不过是说了句恭维的话而已。{wc}\n王浩，你可别听信他哦。
SAY.flowchart_game_story.2114.王浩,,额~~~{wc}\n我又蒙蔽了，呵呵。
SAY.flowchart_game_story.2096.简妮,,时间不早了，那么你们聊吧，{wc}\n我先下班回去了。\n
SAY.flowchart_game_story.2115.凯瑟琳,,不多留下来聊一会了吗？{wc}\n我们的王浩同学，刚刚进入情况啊。
SAY.flowchart_game_story.2097.王浩,,对对对，你知道么！{wc}\n简妮告诉我，我们的神话传说都是真的，{wc}\n伏羲居然就是恩基大神！~太不可思议了！
SAY.flowchart_game_story.2099.简妮,,今天不了，我们改日再继续聊吧，{wc}\n再见了各位。
SAY.flowchart_game_story.2116.,,简妮说完后就收拾东西下班回家了。\n酒吧里的客人也纷纷离开了，\n唯有一个包厢的灯还亮着。\n凯瑟琳，王浩和雅克布三人，\n长谈直到东方的黎明照亮天际。
SAY.flowchart_game_story.2117.雅克布,,王浩，听了这么多了，{wc}\n你一定很想知道，我们到底是谁？{wc}\n怎么会获得这些知识？{wc}\n我们的目的和愿景是什么吧？
SAY.flowchart_game_story.2100.王浩,,那还用问？{wc}\n我已经决定辞去现有的破工作，虔诚的加入你们了。{wc}\n当然我很想知道你们到底是谁？{wc}\n因为这一切对我来说完全超乎想象。{wc}\n超越了我得正常思维了。
SAY.flowchart_game_story.2128.凯瑟琳,,其实我们酒吧的宗旨，就在于不断追寻真相，{wc}\n并有选择性的唤醒更多的有志之士，{wc}\n和我们一起探索宇宙，了解真相。{wc}\n事实上酒吧里的每一个人，{wc}\n都希望能够 看到恩基大神所留下的宝贵含“汉”族文明，{wc}\n也就是洪水前的苏美尔盛世文明，以及洪水后古老的中华文明，{wc}\n在我们的世界，这个虚拟现实的游戏中，能够再次进入辉煌。{wc}\n将恩利尔神族的利用人类的种种罪行，都得到正义的声张。{wc}\n无论最终是恢复到人神共处的局面，{wc}\n还是从此以后由人类在恩基大神也就是伏羲神的指引和赐予的文明中，{wc}\n长治久安，天下太平。\n
SAY.flowchart_game_story.2125.雅克布,,是的，也许你会觉得我们仅仅是一家酒吧而已，{wc}\n就算了解了一切的真相，也没法与现今的共济会为首的西方势力抗衡。
SAY.flowchart_game_story.2127.王浩,,是啊，我也觉得。{wc}\n我很赞同你们的心愿，{wc}\n但是我觉得就凭我们这些人，恐怕难以扭转大局啊。
SAY.flowchart_game_story.2129.雅克布,,你说的对，也不对。{wc}\n让我来跟你正式的介绍一下我们吧。{wc}\n事实上我们相信，在我们的背后有一个叫做“白龙会”的组织。{wc}\n他们很可能掌握了古老苏美尔文明的知识，{wc}\n并且他们在亚洲的历史的各个时期都有出现和参与历史的进程，{wc}\n目的事实上就是在暗中与西方共济会所抗衡，保存汉族人的实力。
SAY.flowchart_game_story.2130.王浩,,原来还真有这么一个组织啊。{wc}\n那么说，你们和他们有所联系咯？
SAY.flowchart_game_story.2131.雅克布,,是的，一个非常特别的机缘，我曾与他们有过一次接触，{wc}\n那人就是最早你所听到的血色浪漫故事里的神秘老者，{wc}\n而我其实就是那个故事里的酒吧第一任老板。{wc}\n那位来自白龙会的老者的那晚对我的离奇谈话，{wc}\n彻底的点醒了我这个梦中人。{wc}\n事实上在那之前我和你差不多，也是个普通的生意人。{wc}\n但对我来说，不知道为什么，就好像亲自感受到恩基大神的召唤一般。{wc}\n自那以后我疯狂的回忆老者的话，并在互联网上寻找真相。{wc}\n走遍世界各地去寻求真理，试图搞清楚心中的所有疑问。{wc}\n到后来在最消沉的时候，进入了这家日落酒吧。{wc}\n而与凯瑟琳的邂逅，又是一个彻夜长谈。{wc}\n我们决定组建一个寻找真相的组织，{wc}\n继续追随“白龙会”的意志，{wc}\n选择性让更多人觉醒，并加入搜寻和分享真理的组织。{wc}\n而我们坚信，世界上一定还有不少和我们相似的组织在暗中，积蓄力量。{wc}\n在恩基大神的文明危急时刻，大家会站出来捍卫它。
SAY.flowchart_game_story.2144.王浩,,哇塞，听着就觉得高大上啊。{wc}\n我感觉能够加入这样带给人们希望的组织，{wc}\n真的三生有幸了。
SAY.flowchart_game_story.2132.凯瑟琳,,说到这里，我们得再一次仔细梳理一下，{wc}\n在现今世界，恩利尔家族的神们以及受他们支配的那些西方秘密组织们，{wc}\n具体对我们的世界和我们得老百姓都做了些什么吧。
SAY.flowchart_game_story.2135.王浩,,有道理，{wc}\n知道这么多来龙去脉的信息，{wc}\n但是具体现在的世界是一个怎样的形态呢？
